FES_Multiplier,Error
0,15940.85971157642
0.001,15940.85971157642
0.01,11358.634138377445
0.1,264.03820245534007
0.2,80.54373778052286
0.3,65.2446924203141
0.4,62.21267895568599
0.5,60.51446498227051
0.6,56.10440268795537
0.7,53.97938604931369
0.8,53.63226380799824
0.9,53.53551199633148
1,53.50374420915068
