FES_Multiplier,Error
0,121232467061.53436
0.001,121232467061.53436
0.01,82825011929.36751
0.1,16655048781.92291
0.2,4061645096.371141
0.3,1158134918.1070101
0.4,336681748.17523885
0.5,57665235.08863373
0.6,29429289.4708422
0.7,8692124.908222605
0.8,2472522.720107961
0.9,593138.2876072242
1,200892.33311408226
