FES_Multiplier,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 24,Run 25,Average
0,140.41701605671096,227.5210352837405,202.3857886955269,76.25234527721022,114.91090895182185,115.88281952577904,293.28406828115135,225.39926340384272,204.52363822185532,239.02524497081777,246.15854697515272,212.88398218178236,192.59363923064052,180.0794987656525,113.39834119628438,307.9187373934259,228.03268579887595,145.6167787077094,185.30137147918106,164.150502153258,215.03309579438223,183.43717616546235,263.7378765546124,159.31879476158497,271.0894633968853,196.33410476893386
0.001,136.46389901127304,198.40027598025995,202.85888333746038,87.63810828309636,86.49288493891117,125.6128198864568,237.09743384727767,187.76169499515413,154.5474591898037,189.0191823414093,222.97202339798469,230.22557363048384,153.12950049614017,173.3464510331621,114.81094472174391,280.7634617802579,235.86240232384546,141.49958534028337,141.64545134390096,164.56380112552347,242.7181291374161,158.0140639667701,229.54122782195157,163.2060134203448,248.03253987571316,180.24895244906497
0.01,13.776430147990368,26.633850629600374,29.079237781734946,9.138211838025086,6.743941728935397,14.116244378726833,24.968547981803795,31.538605679147736,25.122560455012945,18.137336961338292,19.4672638225029,23.892452221731673,9.845934374371154,17.69924191402481,19.531398425194766,17.07533799833709,41.34431873339861,8.335083660922123,7.101241605914879,44.49652991694836,21.479455664178204,8.372488085710188,12.064476166295663,36.73466778724139,42.17223537892528,21.154683733520514
0.1,1.1115902081205604,0.43640652906481137,0.9192505052928936,0.9062663612141932,1.1503651385202147,0.8515457485087836,0.6136841545336438,0.7119074901366957,1.172741292684691,0.670262560364904,0.8881050653910734,1.0589007141823004,1.0732330531682237,1.0461518977801916,0.451934052732895,1.136148622362839,0.5441197689126511,0.39022867482538004,0.6757283976728559,0.8212050506265314,1.003439024981958,0.7563950612272947,1.0428109473696168,0.966320158290273,0.6854991483485264,0.8433695850525601
0.2,0.5353814117850106,0.29060806178040366,0.3112178382583579,0.32667059064442583,0.5049842280160419,0.26198791284900835,0.2356079595074334,0.21624358213182404,0.47854599049412627,0.2968551348191113,0.17605132635958398,0.20147300755377273,0.33919852322878796,0.16680206158696365,0.12222424784499708,0.674218668356616,0.23136087871239397,0.13509009019753648,0.26343734483100434,0.3539464066977871,0.46144466399880457,0.054072010680670246,0.1992490317844613,0.29692900090242347,0.22310385325079096,0.2942681530508935
0.3,0.37501328104065124,0.2515598026781163,0.22454548242092187,0.1839173339409399,0.4386735174532532,0.17790480912287876,0.20188209037996785,0.1528484570734463,0.38041560426620435,0.2540109110019557,0.15164343577225736,0.08388463488256548,0.14480667135740077,0.03975235771383723,0.11669160744861529,0.33864620826068403,0.18238537684510447,0.11345940947239797,0.09545061282085499,0.11047201146925545,0.21369417447567685,0.027658880144031173,0.13480299716923128,0.2068728900859469,0.16847527050185818,0.19077871311192213
0.4,0.37409090802293576,0.25125480908070585,0.22397515431237025,0.17968781205047435,0.4333916166772269,0.17712451453041922,0.2016606096869964,0.15241405975484668,0.3643055936381643,0.25355534610855557,0.14769898874692444,0.07381256416783799,0.14270465002493893,0.0393837601592395,0.11553654634246868,0.32749241350927605,0.18190231811570357,0.11316882712048937,0.09345555671859529,0.10836476599649814,0.2041918916273744,0.02709544028482469,0.13281500983521255,0.20431540945196502,0.16725037363619322,0.1876259575840095
0.5,0.3740779229265172,0.25125430336208865,0.22397387599744434,0.1796861945231285,0.43338370221681544,0.17712410053263739,0.2016604461754241,0.15241373142862358,0.36426254155526294,0.2535551678415686,0.14769733508774152,0.07380313441865383,0.14270093826144148,0.03938245769313653,0.1155365074657766,0.32741991693933414,0.18189974243114193,0.11316847982539002,0.09345403674899444,0.10835650204001013,0.2041708400023481,0.027093396161717465,0.1328093898731595,0.2042912753119026,0.1672497220349669,0.18761702643420905
0.6,0.37407791303303384,0.25125430335185683,0.2239738758266867,0.17968619444434353,0.433383701269463,0.177124100383935,0.20166044614427392,0.15241373124115398,0.36426251386149033,0.2535551677821104,0.14769733489333703,0.07380313379223935,0.14270093797767913,0.03938245756398828,0.1155365074553174,0.3274198966884114,0.18189974234610418,0.1131684794775083,0.0934540366603187,0.10835650085198267,0.20417083543020453,0.027093396087593646,0.13280938957052513,0.2042912731690194,0.16724972197835086,0.1876170236512371
0.7,0.37407791303303384,0.25125430335185683,0.2239738758266867,0.17968619444434353,0.433383701269463,0.177124100383935,0.20166044614427392,0.15241373124115398,0.3642625138585345,0.2535551677821104,0.14769733489333703,0.07380313379212566,0.14270093797767913,0.039382457563874596,0.1155365074553174,0.32741989668829774,0.18189974234576312,0.11316847947705355,0.0934540366603187,0.10835650085198267,0.20417083542997716,0.02709339608747996,0.13280938957052513,0.20429127316890572,0.16724972197835086,0.1876170236510552
0.8,0.37407791303303384,0.25125430335185683,0.2239738758266867,0.17968619444434353,0.433383701269463,0.177124100383935,0.20166044614427392,0.15241373124115398,0.3642625138585345,0.2535551677821104,0.14769733489333703,0.07380313379212566,0.14270093797767913,0.039382457563874596,0.1155365074553174,0.32741989668829774,0.18189974234576312,0.11316847947705355,0.0934540366603187,0.10835650085198267,0.20417083542997716,0.02709339608747996,0.13280938957052513,0.20429127316890572,0.16724972197835086,0.1876170236510552
0.9,0.37407791303303384,0.25125430335185683,0.2239738758266867,0.17968619444434353,0.433383701269463,0.177124100383935,0.20166044614427392,0.15241373124115398,0.3642625138585345,0.2535551677821104,0.14769733489333703,0.07380313379212566,0.14270093797767913,0.039382457563874596,0.1155365074553174,0.32741989668829774,0.18189974234576312,0.11316847947705355,0.0934540366603187,0.10835650085198267,0.20417083542997716,0.02709339608747996,0.13280938957052513,0.20429127316890572,0.16724972197835086,0.1876170236510552
1,0.37407791303303384,0.25125430335185683,0.2239738758266867,0.17968619444434353,0.433383701269463,0.177124100383935,0.20166044614427392,0.15241373124115398,0.3642625138585345,0.2535551677821104,0.14769733489333703,0.07380313379212566,0.14270093797767913,0.039382457563874596,0.1155365074553174,0.32741989668829774,0.18189974234576312,0.11316847947705355,0.0934540366603187,0.10835650085198267,0.20417083542997716,0.02709339608747996,0.13280938957052513,0.20429127316890572,0.16724972197835086,0.1876170236510552
