FES_Multiplier,Error
0,12.255339397152284
0.001,10.995263409076301
0.01,9.560363081538412
0.1,7.473960860181478
0.2,7.1142267591010295
0.3,6.816834727566402
0.4,6.791396155810389
0.5,6.791127155366667
0.6,6.7911176344595106
0.7,6.791117505239981
0.8,6.791117505227135
0.9,6.791117505227135
1,6.791117505227135
