FES_Multiplier,Error
0,14760593291.794819
0.001,14760593291.794819
0.01,6465633421.732254
0.1,19500448.020940397
0.2,8974.338259224136
0.3,10.69296278293075
0.4,8.752814359777119
0.5,8.73316364457429
0.6,8.720444061310502
0.7,8.71831475531937
0.8,8.717570644811445
0.9,8.715297879766467
1,8.709993287860527
