FES_Multiplier,Error
0,54.07086387755248
0.001,45.51967849894868
0.01,45.51967849894868
0.1,43.58734585362856
0.2,43.32124120502681
0.3,43.32124120502681
0.4,42.6248838861527
0.5,42.6248838861527
0.6,42.6248838861527
0.7,42.6248838861527
0.8,42.6248838861527
0.9,42.6248838861527
1,42.6248838861527
