Fi_10D,Best,Worst,Median,Mean,Std_Dev,Success_Rate
1,4.774960871145595e-09,9.919460808305303e-09,8.108770543913124e-09,8.02135446065222e-09,1.2753993729536974e-09,1
2,4.18719992012484e-09,9.97903271127143e-09,8.129859452310484e-09,7.777928203722695e-09,1.807815643705125e-09,1
3,3.581078544812044e-09,9.993357252824353e-09,8.6206455307547e-09,8.106107998173684e-09,1.8349660803048967e-09,1
4,3.84460463465075e-09,9.824134394875728e-09,8.022993824852165e-09,7.80064056016272e-09,1.5383662092744288e-09,1
5,71.8090205930148,3125.8997566565813,826.3470209990846,1293.354000543476,1010.8918817376077,0
