Fi_10D,Best,Worst,Median,Mean,Std_Dev,Success_Rate
1,3.1424605140273343e-09,9.92073978522967e-09,8.587122124481539e-09,8.220956715376815e-09,1.6285860437305643e-09,1
2,4.780730478159967e-09,9.447575166632305e-09,7.83907694312802e-09,7.7838558354415e-09,1.3703851628595044e-09,1
4,3.282366378698498e-09,34.78027511570673,9.369614417664707e-09,7.476750883004975,14.004731223863118,0.64
6,0.0002666230546992665,0.0010073828797203532,0.0005461596762188492,0.000527096934470137,0.00019313574359202355,0
7,0.03473789173392561,0.4770107698083166,0.2725347897235224,0.26250650505867723,0.1394922982835675,0
9,13.150449757335764,30.202206841545262,25.01108837825825,24.629280394605882,3.986070800182768,0
14,0.1250339591761076,0.2852653196491701,0.19533486307523162,0.19512403967275532,0.04143576164428977,0
