FES_Multiplier,Error
0,19135.22051800997
0.001,19135.22051800997
0.01,12716.135513410913
0.1,126.20157922240043
0.2,1.3110511142019732
0.3,0.017208699252933002
0.4,0.0004495711143022163
0.5,4.390797698761162e-06
0.6,2.9438126603054116e-08
0.7,4.18719992012484e-09
