FES_Multiplier,Error
0,591778616.9374104
0.001,145035596.5756259
0.01,83857133.01070781
0.1,777176.2175224465
0.2,289322.2504987346
0.3,221201.00475718413
0.4,220289.85995443692
0.5,220289.85995443692
0.6,220289.85995443692
0.7,220289.85995443692
0.8,220289.85995443692
0.9,220289.85995443692
1,220289.85995443692
