FES_Multiplier,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 24,Run 25,Average
0,124439625.04878065,380045392.2847915,115692443.13403682,106436448.90164497,333738912.6836331,139606667.78249407,666461050.6944984,193150957.2355184,225596002.19080088,160758918.0850506,122020655.20893359,383989038.63897276,130149968.17208545,402227377.5345442,105591740.73848659,168343980.83508298,265495220.21127167,295781442.6762372,230117545.89035323,355418637.0930474,184169054.77495077,158510144.67627782,361747942.0340979,85686750.93426347,338864918.2192729,241361633.4271651
0.001,124439625.04878065,380045392.2847915,115692443.13403682,106436448.90164497,333738912.6836331,139606667.78249407,666461050.6944984,193150957.2355184,225596002.19080088,160758918.0850506,122020655.20893359,383989038.63897276,130149968.17208545,402227377.5345442,105591740.73848659,168343980.83508298,265495220.21127167,295781442.6762372,230117545.89035323,355418637.0930474,184169054.77495077,158510144.67627782,361747942.0340979,85686750.93426347,338864918.2192729,241361633.4271651
0.01,83310563.99449019,69868612.96942553,55224597.2475842,86634506.57376379,88747130.52714689,139606667.78249407,62330017.409824714,82144125.26227699,48276555.593181476,66403908.40759188,53492564.37797502,43155737.34984941,74776386.28701784,49819319.45668479,78818845.86245467,76826642.21185645,173837800.77617443,28717888.974090505,126092308.28611474,133651633.56343202,76570940.36155453,101463464.43490507,71961049.32729597,57301310.74639193,114914069.40612134,81757865.88758793
0.1,47387.22553467892,73279.06686380153,33873.03968194329,91502.55524876901,56003.96280762659,123802.49617128102,53614.60899008532,79496.64250339573,129537.60210466609,92441.47797191114,94537.27711883982,75668.48869607491,32652.154814568115,124788.95479507055,151293.3096784184,54797.938195582035,67738.72728908485,125295.98363414741,115869.33223288595,172070.86050020915,222981.22150540052,140562.66566904407,116837.23610371865,110674.72903905677,82469.78595380501,98767.0937241626
0.2,273.44621793877315,816.9382545965655,408.4342746170883,583.3467298329197,296.93801365061387,620.9011780137797,545.3097699231511,540.5749640017632,547.4988105765962,272.37594097447675,1111.0352825087036,672.9978789336128,564.9943554931756,895.2488392279141,928.6919369700784,245.56063156749894,458.01502624395107,1105.6096377039014,359.04130370641565,647.7876812273342,1921.7815377146283,488.28747383826806,753.5694629352429,698.3573165095723,647.8709531725615,656.1845388751434
0.3,4.45924226291163,7.316323702945212,8.995762409377932,8.67582381899625,3.9617589116794107,7.850740268803833,10.229007344431409,9.066726341110567,3.3843713113310088,6.181394337547587,5.144307635628081,5.754203388950273,6.995565716239355,11.015499311281275,10.241662635178301,4.423925544760266,4.737203207480405,7.98953457273538,5.851872507806377,11.260971294038214,28.25499827876007,1.8370780570937058,7.8114043463559995,12.163205202610058,8.506142208346787,8.084348984655975
0.4,0.05614554637678282,0.0796720377915392,0.04965349293733823,0.07518088183570626,0.02991317362494783,0.05601755531689889,0.015032185995082159,0.10677191405262931,0.0594868065255838,0.06460941053546776,0.07649329730566023,0.0687601182787887,0.040385620564777014,0.10067209568120461,0.13564150063143643,0.05176555137833816,0.03923762623071525,0.09547253065382222,0.029220042150441827,0.06145364750076965,0.2001077396541433,0.025793127980932695,0.08056963923600335,0.1221876799098709,0.11843082664107385,0.07354696195159818
0.5,0.0004948195994529669,0.0005576608702000385,0.00026240291116153003,0.00047444943903940384,0.0004577691690172969,0.0006424054588762829,0.00044325295337444004,0.001201495889773696,0.0006432068878297059,0.00037105528579672864,0.0013606886289920794,0.0007397482203685968,0.001331085072919791,0.00038747450614096124,0.0011615854293580696,0.00029887594928368344,0.0003861881359199515,0.000534232179958849,0.0010376972005161633,0.0010391135387237682,0.0021709436520893632,0.00039096191301268846,0.0010051678510052398,0.0006414794253686296,0.0015656403609654035,0.0007839760211658131
0.6,5.134712381504869e-06,1.1527543321676603e-05,8.734601323112656e-06,5.718515396324619e-06,3.7378555930445145e-06,1.2324191175139276e-05,3.433117768736338e-06,1.3058804412935388e-05,6.314773031590448e-06,5.2590437888966335e-06,4.729725361585224e-06,1.1244440116797705e-05,1.2317676578277315e-05,1.127034714443198e-05,1.058412219379079e-05,2.6103480763595144e-06,3.7429112609288495e-06,3.0141127780325405e-06,1.4260296850920895e-05,1.2579994645989245e-05,1.2260066696967442e-05,5.941497477124358e-06,8.525566826733666e-06,6.568174825360984e-06,6.495759492963771e-06,8.055527940769025e-06
0.7,8.361277537005662e-08,8.834977904825791e-08,3.067980003379489e-08,6.029006272001425e-08,3.856725072637346e-08,7.030270410268713e-08,6.852549461200397e-08,1.7701488275179145e-07,3.703492268414266e-08,6.662271800905728e-08,5.2775732228838024e-08,1.1255957588218735e-07,9.433485104182182e-08,8.050577093854372e-08,1.7068273905351816e-07,4.220896698825527e-08,6.37970174466318e-08,5.123102653215028e-08,7.952485248097219e-08,3.09046200186458e-07,2.371442491266862e-07,7.229391485452652e-08,1.2888318678960786e-07,5.533568980808923e-08,1.2192836607027857e-07,9.573010117946978e-08
