FES_Multiplier,Error
0,373.72823898438946
0.001,250.59994264014904
0.01,120.116368254083
0.1,0.40274940822428107
0.2,0.23922831342827067
0.3,0.2274339280129425
0.4,0.21351170538491715
0.5,0.21288241193121848
0.6,0.2125027283838108
0.7,0.21199457945704125
0.8,0.2119173500693705
0.9,0.21176287415244133
1,0.21172119272625878
