Fi_10D,Best,Worst,Median,Mean,Std_Dev,Success_Rate
2,0.011145112048353667,4070.4454160414625,664.5615722053022,844.1901802725416,1013.7784591624828,0
3,0.0007980242681355776,34.97658294099932,34.7802758621109,18.341919562566055,17.48815886536609,0
