FES_Multiplier,Error
0,117.47836017226234
0.001,117.47836017226234
0.01,57.044088468466384
0.1,16.916583687541447
0.2,16.91426868593578
0.3,16.914268660417406
0.4,16.914268660414336
0.5,16.914268660414336
0.6,16.914268660414336
0.7,16.914268660414336
0.8,16.914268660414336
0.9,16.914268660414336
1,16.914268660414336
