FES_Multiplier,Error
0,572387688.4327449
0.001,176619669.70134187
0.01,133801060.35836262
0.1,38849202.89854192
0.2,38849202.89854192
0.3,17214910.581644524
0.4,17214865.736408383
0.5,17213948.59911217
0.6,16948888.982153974
0.7,16948888.982153974
0.8,16382704.450625362
0.9,16382704.450625362
1,7848043.902948175
