Fi_10D,Best,Worst,Median,Mean,Std_Dev,Success_Rate
1,6.400910024240147e-09,9.95089521893533e-09,9.372342901770025e-09,9.115994998865062e-09,9.203377592835627e-10,1
2,7.287269454536727e-09,9.98323912426713e-09,9.280597623728681e-09,9.133068488154095e-09,8.50892627353279e-10,1
3,13.505556279304528,3529350.7320997473,37856.521584954935,299745.90685546683,729913.4383290486,0
4,7.81233211455401e-09,0.014884846569827914,2.1381299575295998e-07,0.000602940630158173,0.002975582425478046,0.32
5,1320.5343197600469,6543.322562011999,3442.8333033931594,3630.7310685181706,1505.9683306254935,0
