FES_Multiplier,Error
0,16800545857.145067
0.001,13048200651.852146
0.01,327324697.0395471
0.1,285013.64352452813
0.2,4823.411760814131
0.3,218.33676563634174
0.4,203.1409374253971
0.5,196.01595499653263
0.6,0.7068961827309863
0.7,0.1927064450210878
0.8,0.18810538458376413
0.9,0.18774031720602125
1,0.18767362506267204
