FES_Multiplier,Error
0,25193.012282412667
0.001,25193.012282412667
0.01,15610.84037660869
0.1,1611.7272985630138
0.2,469.4585897044383
0.3,205.45469201041988
0.4,152.09801626763215
0.5,130.369633017536
0.6,123.62914097905605
0.7,120.2497413265155
0.8,118.66820643330209
0.9,117.63845483910643
1,116.72909896014062
